fips,county_name,dem_vote_count,rep_vote_count
26139,"Ottawa County, Michigan",46408.0,78454.0
26141,"Presque Isle County, Michigan",2659.0,3980.0000000000005
26143,"Roscommon County, Michigan",3951.0,7556.000000000001
54063,"Monroe County, West Virginia",1896.9999999999998,2886.0
26147,"St. Clair County, Michigan",23719.0,38562.0
26149,"St. Joseph County, Michigan",7206.0,11908.0
26151,"Sanilac County, Michigan",4084.0,10113.0
26153,"Schoolcraft County, Michigan",1530.0,2178.0
26155,"Shiawassee County, Michigan",11840.0,17222.0
26157,"Tuscola County, Michigan",7626.000000000001,12914.0
26159,"Van Buren County, Michigan",12572.0,15102.0
26161,"Washtenaw County, Michigan",124068.0,44007.0
26163,"Wayne County, Michigan",451414.0,137741.0
26165,"Wexford County, Michigan",4397.0,9270.0
37131,"Northampton County, North Carolina",4586.0,2688.0
18001,"Adams County, Indiana",2841.0,8321.0
18003,"Allen County, Indiana",54601.99999999999,70840.0
18005,"Bartholomew County, Indiana",9606.0,16159.0
18007,"Benton County, Indiana",795.0,2128.0
18009,"Blackford County, Indiana",1114.0,2712.0
18011,"Boone County, Indiana",9535.0,17768.0
18013,"Brown County, Indiana",2996.0,4157.0
18015,"Carroll County, Indiana",1942.0,4943.0
18017,"Cass County, Indiana",3731.0,7587.999999999999
18019,"Clark County, Indiana",19208.0,23722.0
18021,"Clay County, Indiana",2207.0,7040.0
18023,"Clinton County, Indiana",2584.0,6535.0
18025,"Crawford County, Indiana",1573.0,2335.0
18027,"Daviess County, Indiana",1627.0,7026.0
18029,"Dearborn County, Indiana",4275.0,13425.999999999998
18031,"Decatur County, Indiana",2007.0,6691.999999999999
18033,"DeKalb County, Indiana",4027.0000000000005,9606.0
18035,"Delaware County, Indiana",18478.0,18066.0
18037,"Dubois County, Indiana",4932.0,11389.0
18039,"Elkhart County, Indiana",20031.0,33314.0
18041,"Fayette County, Indiana",2163.0,5104.0
18043,"Floyd County, Indiana",14500.0,17304.0
39063,"Hancock County, Ohio",7472.0,19718.0
18045,"Fountain County, Indiana",1438.0,4381.0
18047,"Franklin County, Indiana",1414.0,5581.0
18049,"Fulton County, Indiana",2445.0,4521.0
19051,"Davis County, Iowa",1388.0,1645.0
18051,"Gibson County, Indiana",3491.0000000000005,8889.0
18053,"Grant County, Indiana",5906.0,14026.0
18055,"Greene County, Indiana",2785.0,7765.0
18057,"Hamilton County, Indiana",53362.0,83675.0
18059,"Hancock County, Indiana",9090.0,20090.0
18061,"Harrison County, Indiana",5434.0,10118.000000000002
18063,"Hendricks County, Indiana",19895.0,36636.0
18065,"Henry County, Indiana",4999.0,10089.0
18067,"Howard County, Indiana",10423.000000000002,18052.0
18069,"Huntington County, Indiana",3390.0,9665.0
18071,"Jackson County, Indiana",4481.0,9934.0
18073,"Jasper County, Indiana",3069.0,7423.0
18075,"Jay County, Indiana",1867.0,4408.0
18077,"Jefferson County, Indiana",4234.0,6762.0
18079,"Jennings County, Indiana",2502.0,6416.0
18081,"Johnson County, Indiana",18039.0,33660.0
18083,"Knox County, Indiana",3487.9999999999995,8762.0
18085,"Kosciusko County, Indiana",6384.0,19667.0
18087,"LaGrange County, Indiana",1957.0,5684.0
18089,"Lake County, Indiana",109825.0,51861.0
18091,"LaPorte County, Indiana",20821.0,16111.000000000002
18093,"Lawrence County, Indiana",4907.0,10547.0
18095,"Madison County, Indiana",16509.0,27183.0
18097,"Marion County, Indiana",192600.0,111867.0
18099,"Marshall County, Indiana",5485.0,9309.0
18101,"Martin County, Indiana",1029.0,3185.0
18103,"Miami County, Indiana",2928.9999999999995,7337.0
18105,"Monroe County, Indiana",16964.0,9707.0
